feature,coef,abs_coef
City_Hollis Center,-0.03286654784906159,0.03286654784906159
Name_Northeast Hearing & Speech Center Inc.,-0.03276471335871663,0.03276471335871663
Name_Corner Nursery School,0.0327313087326036,0.0327313087326036
Name_Maine Audubon Society,0.03272938184572373,0.03272938184572373
Name_Oakland Area Historical Society,-0.03244496977446783,0.03244496977446783
City_Oakland,-0.03244496977446783,0.03244496977446783
Name_Waypoint Maine Inc.,0.032324431411819954,0.032324431411819954
Name_Camp O-At-Ka Inc.,0.03204020624819652,0.03204020624819652
Name_Fairmount Cemetery Assoc,0.031804076885731364,0.031804076885731364
Name_Ossipee Valley Agricultural Society,-0.031588433573694515,0.031588433573694515
City_Newfield,-0.031588433573694515,0.031588433573694515
Name_The Bible Speaks,0.031506747984892315,0.031506747984892315
City_Natick,0.031506747984892315,0.031506747984892315
Name_Brunswick Regional Youth Orchestra,-0.031435861129017154,0.031435861129017154
Name_Hubbard Free Library,0.031166142522857338,0.031166142522857338
City_Hallowell,0.031166142522857338,0.031166142522857338
Name_Penobscot Bay YMCA,0.03107029161830177,0.03107029161830177
Name_Mount Desert Nursing Association,-0.030955368430615905,0.030955368430615905
State_NJ_True,0.030937447047167943,0.030937447047167943
Name_Greater Rumford Community Center,-0.030926132094438216,0.030926132094438216
Name_Bangor Symphony Orchestra,0.03091047216000224,0.03091047216000224
Name_West Oxford Agricultural Society,-0.03090055544345802,0.03090055544345802
City_Warren,0.030830660368698342,0.030830660368698342
Name_Square and Compass Club,0.030830660368698342,0.030830660368698342
Name_Sunset Home of Waterville,0.030793495798680036,0.030793495798680036
State_SC_True,0.030742467972489182,0.030742467972489182
Name_Sigma Delta Pi,0.030742467972489182,0.030742467972489182
City_Charleston,0.030742467972489182,0.030742467972489182
Name_Theater at Monmouth,0.030606879218383263,0.030606879218383263
City_Monmouth,0.030606879218383263,0.030606879218383263
City_Hancock,-0.030519572670202798,0.030519572670202798
Name_Pierre Monteux Memorial Foundation,-0.030519572670202798,0.030519572670202798
Name_Riley School Inc.,0.030498452961492263,0.030498452961492263
Name_Southwest Harbor Public Library,-0.03041547126025578,0.03041547126025578
